Date,Anomaly
196107,0.07
196108,0.06
196109,0.07
196110,-0.01
196111,0.03
196112,-0.11
196201,0.06
196202,0.16
196203,0.17
196204,0.05
196205,-0.04
196206,0.03
196207,0.03
196208,0
196209,0.03
196210,0.03
196211,0.11
196212,0.03
196301,0.02
196302,0.21
196303,-0.11
196304,-0.03
196305,-0.04
196306,0.03
196307,0.08
196308,0.2
196309,0.17
196310,0.13
196311,0.11
196312,0.05
196401,-0.05
196402,-0.1
196403,-0.22
196404,-0.27
196405,-0.2
196406,-0.03
196407,-0.03
196408,-0.12
196409,-0.24
196410,-0.28
196411,-0.24
196412,-0.24
196501,-0.07
196502,-0.16
196503,-0.12
196504,-0.17
196505,-0.1
196506,-0.08
196507,-0.07
196508,-0.02
196509,-0.07
196510,0.01
196511,0
196512,-0.04
196601,-0.14
196602,-0.03
196603,0
196604,-0.11
196605,-0.05
196606,0.04
196607,0.13
196608,-0.02
196609,0.01
196610,-0.14
196611,-0.03
196612,-0.02
196701,-0.09
196702,-0.19
196703,0.04
196704,-0.01
196705,0.19
196706,0
196707,0.02
196708,0.03
196709,0.01
196710,0.12
196711,-0.05
196712,0.02
196801,-0.21
196802,-0.13
196803,0.17
196804,-0.04
196805,-0.06
196806,-0.02
196807,-0.09
196808,-0.01
196809,-0.09
196810,0.06
196811,-0.1
196812,-0.11
196901,-0.06
196902,-0.06
196903,0.08
196904,0.18
196905,0.22
196906,0.1
196907,0.03
196908,0.06
196909,0.11
196910,0.13
196911,0.14
196912,0.29
197001,0.17
197002,0.21
197003,0.11
197004,0.1
197005,0.02
197006,0.02
197007,0.05
197008,-0.05
197009,0.1
197010,0.01
197011,0.02
197012,-0.1
197101,-0.04
197102,-0.15
197103,-0.1
197104,-0.06
197105,-0.01
197106,-0.09
197107,-0.03
197108,0
197109,0.04
197110,-0.08
197111,-0.1
197112,-0.07
197201,-0.19
197202,-0.13
197203,0.08
197204,0.06
197205,0
197206,0.12
197207,0.07
197208,0.2
197209,0.09
197210,0.12
197211,0.03
197212,0.23
197301,0.31
197302,0.34
197303,0.29
197304,0.33
197305,0.28
197306,0.27
197307,0.15
197308,0.1
197309,0.13
197310,0.1
197311,0.04
197312,0
197401,-0.08
197402,-0.26
197403,-0.06
197404,-0.07
197405,0.01
197406,0
197407,0.02
197408,0.11
197409,-0.05
197410,-0.02
197411,-0.1
197412,-0.1
197501,0.05
197502,0.1
197503,0.16
197504,0.09
197505,0.15
197506,0.08
197507,0.02
197508,-0.09
197509,0.02
197510,-0.15
197511,-0.19
197512,-0.12
197601,-0.02
197602,-0.08
197603,-0.16
197604,-0.02
197605,-0.18
197606,-0.07
197607,0
197608,-0.04
197609,0.02
197610,-0.21
197611,-0.05
197612,0.16
197701,0.25
197702,0.2
197703,0.23
197704,0.26
197705,0.31
197706,0.28
197707,0.22
197708,0.23
197709,0.12
197710,0.07
197711,0.19
197712,0.1
197801,0.12
197802,0.16
197803,0.21
197804,0.15
197805,0.11
197806,0.04
197807,0.09
197808,-0.07
197809,0.1
197810,0.06
197811,0.18
197812,0.13
197901,0.16
197902,-0.04
197903,0.18
197904,0.1
197905,0.14
197906,0.19
197907,0.12
197908,0.21
197909,0.28
197910,0.28
197911,0.28
197912,0.51
198001,0.37
198002,0.46
198003,0.35
198004,0.35
198005,0.39
198006,0.27
198007,0.31
198008,0.28
198009,0.25
198010,0.19
198011,0.26
198012,0.23
198101,0.52
198102,0.43
198103,0.47
198104,0.34
198105,0.28
198106,0.33
198107,0.32
198108,0.35
198109,0.22
198110,0.25
198111,0.29
198112,0.46
198201,0.1
198202,0.21
198203,0.05
198204,0.15
198205,0.18
198206,0.1
198207,0.19
198208,0.11
198209,0.2
198210,0.17
198211,0.16
198212,0.44
198301,0.49
198302,0.46
198303,0.42
198304,0.28
198305,0.37
198306,0.3
198307,0.23
198308,0.37
198309,0.42
198310,0.22
198311,0.35
198312,0.23
198401,0.3
198402,0.2
198403,0.31
198404,0.12
198405,0.36
198406,0.11
198407,0.18
198408,0.21
198409,0.24
198410,0.17
198411,0.08
198412,0.02
198501,0.28
198502,0.04
198503,0.21
198504,0.14
198505,0.2
198506,0.2
198507,0.04
198508,0.17
198509,0.17
198510,0.13
198511,0.11
198512,0.19
198601,0.28
198602,0.4
198603,0.31
198604,0.26
198605,0.27
198606,0.17
198607,0.17
198608,0.2
198609,0.13
198610,0.18
198611,0.14
198612,0.21
198701,0.34
198702,0.39
198703,0.2
198704,0.26
198705,0.31
198706,0.36
198707,0.48
198708,0.31
198709,0.4
198710,0.33
198711,0.26
198712,0.45
198801,0.55
198802,0.46
198803,0.52
198804,0.46
198805,0.46
198806,0.43
198807,0.36
198808,0.41
198809,0.39
198810,0.36
198811,0.15
198812,0.29
198901,0.1
198902,0.32
198903,0.32
198904,0.31
198905,0.2
198906,0.22
198907,0.3
198908,0.33
198909,0.39
198910,0.32
198911,0.17
198912,0.41
199001,0.39
199002,0.38
199003,0.76
199004,0.61
199005,0.52
199006,0.39
199007,0.42
199008,0.35
199009,0.32
199010,0.42
199011,0.41
199012,0.42
199101,0.4
199102,0.5
199103,0.37
199104,0.52
199105,0.42
199106,0.55
199107,0.48
199108,0.42
199109,0.42
199110,0.33
199111,0.3
199112,0.29
199201,0.44
199202,0.43
199203,0.47
199204,0.29
199205,0.34
199206,0.3
199207,0.14
199208,0.1
199209,0.03
199210,0.06
199211,0.05
199212,0.2
199301,0.33
199302,0.39
199303,0.37
199304,0.32
199305,0.3
199306,0.31
199307,0.27
199308,0.18
199309,0.19
199310,0.26
199311,0.08
199312,0.21
199401,0.23
199402,0.06
199403,0.3
199404,0.39
199405,0.33
199406,0.43
199407,0.32
199408,0.24
199409,0.35
199410,0.44
199411,0.43
199412,0.39
199501,0.55
199502,0.76
199503,0.51
199504,0.51
199505,0.33
199506,0.46
199507,0.49
199508,0.53
199509,0.41
199510,0.43
199511,0.46
199512,0.3
199601,0.28
199602,0.49
199603,0.38
199604,0.34
199605,0.33
199606,0.29
199607,0.37
199608,0.45
199609,0.28
199610,0.21
199611,0.4
199612,0.36
199701,0.27
199702,0.37
199703,0.51
199704,0.39
199705,0.39
199706,0.56
199707,0.43
199708,0.47
199709,0.61
199710,0.64
199711,0.62
199712,0.58
199801,0.59
199802,0.81
199803,0.64
199804,0.73
199805,0.7
199806,0.74
199807,0.71
199808,0.71
199809,0.5
199810,0.44
199811,0.44
199812,0.58
199901,0.47
199902,0.64
199903,0.37
199904,0.37
199905,0.32
199906,0.41
199907,0.38
199908,0.38
199909,0.42
199910,0.34
199911,0.36
199912,0.47
200001,0.32
200002,0.55
200003,0.53
200004,0.6
200005,0.36
200006,0.38
200007,0.4
200008,0.44
200009,0.45
200010,0.31
200011,0.3
200012,0.3
200101,0.45
200102,0.43
200103,0.56
200104,0.53
200105,0.57
200106,0.53
200107,0.62
200108,0.54
200109,0.55
200110,0.5
200111,0.69
200112,0.62
200201,0.68
200202,0.68
200203,0.83
200204,0.56
200205,0.65
200206,0.58
200207,0.64
200208,0.56
200209,0.61
200210,0.57
200211,0.57
200212,0.51
200301,0.72
200302,0.62
200303,0.59
200304,0.58
200305,0.6
200306,0.49
200307,0.58
200308,0.64
200309,0.69
200310,0.75
200311,0.56
200312,0.74
200401,0.62
200402,0.71
200403,0.67
200404,0.62
200405,0.4
200406,0.44
200407,0.37
200408,0.49
200409,0.55
200410,0.62
200411,0.7
200412,0.53
200501,0.76
200502,0.63
200503,0.75
200504,0.69
200505,0.67
200506,0.67
200507,0.64
200508,0.6
200509,0.7
200510,0.74
200511,0.77
200512,0.73
200601,0.6
200602,0.77
200603,0.66
200604,0.55
200605,0.55
200606,0.64
200607,0.56
200608,0.71
200609,0.67
200610,0.68
200611,0.68
200612,0.78
200701,0.92
200702,0.71
200703,0.68
200704,0.78
200705,0.64
200706,0.59
200707,0.59
200708,0.57
200709,0.6
200710,0.61
200711,0.57
200712,0.48
200801,0.28
200802,0.32
200803,0.7
200804,0.52
200805,0.51
200806,0.48
200807,0.59
200808,0.53
200809,0.61
200810,0.68
200811,0.7
200812,0.59
200901,0.67
200902,0.55
200903,0.53
200904,0.58
200905,0.62
200906,0.68
200907,0.74
200908,0.71
200909,0.76
200910,0.69
200911,0.76
200912,0.72
201001,0.77
201002,0.84
201003,0.89
201004,0.88
201005,0.78
201006,0.7
201007,0.68
201008,0.65
201009,0.66
201010,0.69
201011,0.77
201012,0.51
201101,0.56
201102,0.51
201103,0.65
201104,0.67
201105,0.56
201106,0.62
201107,0.7
201108,0.7
201109,0.62
201110,0.66
201111,0.55
201112,0.59
201201,0.51
201202,0.52
201203,0.53
201204,0.73
201205,0.76
201206,0.7
201207,0.64
201208,0.67
201209,0.75
201210,0.78
201211,0.75
201212,0.53
201301,0.69
201302,0.6
201303,0.66
201304,0.6
201305,0.66
201306,0.7
201307,0.62
201308,0.69
201309,0.76
201310,0.68
201311,0.79
201312,0.7
201401,0.75
201402,0.59
201403,0.8
201404,0.8
201405,0.83
201406,0.72
201407,0.65
201408,0.82
201409,0.85
201410,0.79
201411,0.67
201412,0.81
201501,0.84
201502,0.88
201503,0.94
201504,0.82
201505,0.83
201506,0.87
201507,0.79
201508,0.84
201509,0.93
201510,1.07
201511,1.05
201512,1.13
201601,1.22
201602,1.34
201603,1.34
201604,1.14
201605,0.96
201606,0.85
201607,0.88
201608,1
201609,0.96
201610,0.87
201611,0.93
201612,0.9
201701,1.05
201702,1.11
201703,1.12
201704,0.95
201705,0.91
201706,0.77
201707,0.86
201708,0.88
201709,0.87
201710,0.92
201711,0.89
201712,0.97
201801,0.84
201802,0.89
201803,0.88
201804,0.9
201805,0.83
201806,0.8
201807,0.84
201808,0.82
201809,0.83
201810,1.02
201811,0.84
201812,0.94
201901,0.92
201902,0.92
201903,1.15
201904,1.05
201905,0.91
201906,0.92
201907,0.92
201908,0.94
201909,0.95
201910,1.02
201911,0.98
201912,1.12
202001,1.16
202002,1.21
202003,1.15
202004,1.14
202005,1
202006,0.94
202007,0.91
202008,0.9
202009,1
202010,0.91
202011,1.06
202012,0.83
202101,0.84
202102,0.66
202103,0.89
202104,0.8
202105,0.82
202106,0.84
202107,0.91
202108,0.88
202109,0.94
202110,0.99
202111,0.94
202112,0.9
